# Metrics for node-exporter
# Job: node-exporter
# Category: monitoring
# Exported at: 2025-07-02T11:09:54.004769
# Total metrics: 2478
# Unique metric types: 317

## go_gc_duration_seconds
node_network_up{device="vetheac2070",instance="node-exporter:9100",job="node-exporter"} 1
node_network_up{device="vethf07a0e2",instance="node-exporter:9100",job="node-exporter"} 1
node_network_up{device="vethfd9a675",instance="node-exporter:9100",job="node-exporter"} 1
node_network_up{device="veth0a830d2",instance="node-exporter:9100",job="node-exporter"} 1
node_network_up{device="veth720860a",instance="node-exporter:9100",job="node-exporter"} 1
node_network_up{device="veth5af2206",instance="node-exporter:9100",job="node-exporter"} 1
node_network_up{device="veth6216592",instance="node-exporter:9100",job="node-exporter"} 1
node_network_up{device="vethada03a2",instance="node-exporter:9100",job="node-exporter"} 1
node_network_up{device="vethccca37e",instance="node-exporter:9100",job="node-exporter"} 1
node_network_up{device="vetha07ba5e",instance="node-exporter:9100",job="node-exporter"} 1
node_network_up{device="vethd0e8eb0",instance="node-exporter:9100",job="node-exporter"} 1

## node_nf_conntrack_entries
node_nf_conntrack_entries{instance="node-exporter:9100",job="node-exporter"} 1

## node_nf_conntrack_entries_limit
node_nf_conntrack_entries_limit{instance="node-exporter:9100",job="node-exporter"} 262144

## node_nf_conntrack_stat_drop
node_nf_conntrack_stat_drop{instance="node-exporter:9100",job="node-exporter"} 0

## node_nf_conntrack_stat_early_drop
node_nf_conntrack_stat_early_drop{instance="node-exporter:9100",job="node-exporter"} 0

## node_nf_conntrack_stat_found
node_nf_conntrack_stat_found{instance="node-exporter:9100",job="node-exporter"} 0

## node_nf_conntrack_stat_ignore
node_nf_conntrack_stat_ignore{instance="node-exporter:9100",job="node-exporter"} 0

## node_nf_conntrack_stat_insert
node_nf_conntrack_stat_insert{instance="node-exporter:9100",job="node-exporter"} 0

## node_nf_conntrack_stat_insert_failed
node_nf_conntrack_stat_insert_failed{instance="node-exporter:9100",job="node-exporter"} 0

## node_nf_conntrack_stat_invalid
node_nf_conntrack_stat_invalid{instance="node-exporter:9100",job="node-exporter"} 0

## node_nf_conntrack_stat_search_restart
node_nf_conntrack_stat_search_restart{instance="node-exporter:9100",job="node-exporter"} 0

## node_nfs_connections_total
node_nfs_connections_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_nfs_packets_total
node_nfs_packets_total{instance="node-exporter:9100",job="node-exporter",protocol="tcp"} 0
node_nfs_packets_total{instance="node-exporter:9100",job="node-exporter",protocol="udp"} 0

## node_nfs_requests_total
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Access",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Access",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Allocate",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="BindConnToSession",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Clone",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Close",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Commit",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Commit",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Create",proto="2"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Create",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Create",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="CreateSession",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="DeAllocate",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="DelegReturn",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="DestroyClientID",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="DestroySession",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="ExchangeID",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="FreeStateID",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="FsInfo",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="FsInfo",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="FsLocations",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="FsStat",proto="2"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="FsStat",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="FsidPresent",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="GetACL",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="GetAttr",proto="2"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="GetAttr",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="GetDeviceInfo",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="GetDeviceList",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="GetLeaseTime",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Getattr",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="LayoutCommit",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="LayoutGet",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="LayoutReturn",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="LayoutStats",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Link",proto="2"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Link",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Link",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Lock",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Lockt",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Locku",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Lookup",proto="2"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Lookup",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Lookup",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="LookupRoot",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="MkDir",proto="2"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="MkDir",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="MkNod",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Null",proto="2"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Null",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Null",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Open",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="OpenConfirm",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="OpenDowngrade",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="OpenNoattr",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="PathConf",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Pathconf",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Read",proto="2"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Read",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Read",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="ReadDir",proto="2"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="ReadDir",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="ReadDir",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="ReadDirPlus",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="ReadLink",proto="2"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="ReadLink",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="ReadLink",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="ReclaimComplete",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="ReleaseLockowner",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Remove",proto="2"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Remove",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Remove",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Rename",proto="2"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Rename",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Rename",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Renew",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="RmDir",proto="2"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="RmDir",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Root",proto="2"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Secinfo",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="SecinfoNoName",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Seek",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Sequence",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="ServerCaps",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="SetACL",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="SetAttr",proto="2"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="SetAttr",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="SetClientID",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="SetClientIDConfirm",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Setattr",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="StatFs",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="SymLink",proto="2"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="SymLink",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Symlink",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="TestStateID",proto="4"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="WrCache",proto="2"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Write",proto="2"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Write",proto="3"} 0
node_nfs_requests_total{instance="node-exporter:9100",job="node-exporter",method="Write",proto="4"} 0

## node_nfs_rpc_authentication_refreshes_total
node_nfs_rpc_authentication_refreshes_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_nfs_rpc_retransmissions_total
node_nfs_rpc_retransmissions_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_nfs_rpcs_total
node_nfs_rpcs_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_nfsd_connections_total
node_nfsd_connections_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_nfsd_disk_bytes_read_total
node_nfsd_disk_bytes_read_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_nfsd_disk_bytes_written_total
node_nfsd_disk_bytes_written_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_nfsd_file_handles_stale_total
node_nfsd_file_handles_stale_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_nfsd_packets_total
node_nfsd_packets_total{instance="node-exporter:9100",job="node-exporter",proto="tcp"} 0
node_nfsd_packets_total{instance="node-exporter:9100",job="node-exporter",proto="udp"} 0

## node_nfsd_read_ahead_cache_not_found_total
node_nfsd_read_ahead_cache_not_found_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_nfsd_read_ahead_cache_size_blocks
node_nfsd_read_ahead_cache_size_blocks{instance="node-exporter:9100",job="node-exporter"} 0

## node_nfsd_reply_cache_hits_total
node_nfsd_reply_cache_hits_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_nfsd_reply_cache_misses_total
node_nfsd_reply_cache_misses_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_nfsd_reply_cache_nocache_total
node_nfsd_reply_cache_nocache_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_nfsd_requests_total
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Access",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Access",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Close",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Commit",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Commit",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Create",proto="2"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Create",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Create",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="DelegPurge",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="DelegReturn",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="FsInfo",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="FsStat",proto="2"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="FsStat",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="GetAttr",proto="2"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="GetAttr",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="GetAttr",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="GetFH",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Link",proto="2"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Link",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Link",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Lock",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Lockt",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Locku",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Lookup",proto="2"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Lookup",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Lookup",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="LookupRoot",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="MkDir",proto="2"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="MkDir",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="MkNod",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Nverify",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Open",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="OpenAttr",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="OpenConfirm",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="OpenDgrd",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="PathConf",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="PutFH",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Read",proto="2"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Read",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Read",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="ReadDir",proto="2"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="ReadDir",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="ReadDir",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="ReadDirPlus",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="ReadLink",proto="2"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="ReadLink",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="ReadLink",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="RelLockOwner",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Remove",proto="2"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Remove",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Remove",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Rename",proto="2"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Rename",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Rename",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Renew",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="RestoreFH",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="RmDir",proto="2"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="RmDir",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Root",proto="2"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="SaveFH",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="SecInfo",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="SetAttr",proto="2"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="SetAttr",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="SetAttr",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="SetClientID",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="SetClientIDConfirm",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="SymLink",proto="2"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="SymLink",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Verify",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="WdelegGetattr",proto="4"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="WrCache",proto="2"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Write",proto="2"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Write",proto="3"} 0
node_nfsd_requests_total{instance="node-exporter:9100",job="node-exporter",method="Write",proto="4"} 0

## node_nfsd_rpc_errors_total
node_nfsd_rpc_errors_total{error="auth",instance="node-exporter:9100",job="node-exporter"} 0
node_nfsd_rpc_errors_total{error="cInt",instance="node-exporter:9100",job="node-exporter"} 0
node_nfsd_rpc_errors_total{error="fmt",instance="node-exporter:9100",job="node-exporter"} 0

## node_nfsd_server_rpcs_total
node_nfsd_server_rpcs_total{instance="node-exporter:9100",job="node-exporter"} 0

## node_nfsd_server_threads
node_nfsd_server_threads{instance="node-exporter:9100",job="node-exporter"} 0

## node_os_info
node_os_info{instance="node-exporter:9100",job="node-exporter",pretty_name="Docker Desktop"} 1

## node_pressure_cpu_waiting_seconds_total
node_pressure_cpu_waiting_seconds_total{instance="node-exporter:9100",job="node-exporter"} 77.46050699999999

## node_pressure_io_stalled_seconds_total
node_pressure_io_stalled_seconds_total{instance="node-exporter:9100",job="node-exporter"} 6.148479999999999

## node_pressure_io_waiting_seconds_total
node_pressure_io_waiting_seconds_total{instance="node-exporter:9100",job="node-exporter"} 7.168816

## node_pressure_memory_stalled_seconds_total
node_pressure_memory_stalled_seconds_total{instance="node-exporter:9100",job="node-exporter"} 0.000333

## node_pressure_memory_waiting_seconds_total
node_pressure_memory_waiting_seconds_total{instance="node-exporter:9100",job="node-exporter"} 0.000358

## node_procs_blocked
node_procs_blocked{instance="node-exporter:9100",job="node-exporter"} 0

## node_procs_running
node_procs_running{instance="node-exporter:9100",job="node-exporter"} 7

## node_scrape_collector_duration_seconds
node_scrape_collector_duration_seconds{collector="arp",instance="node-exporter:9100",job="node-exporter"} 0.00043175
node_scrape_collector_duration_seconds{collector="bcache",instance="node-exporter:9100",job="node-exporter"} 0.000031417
node_scrape_collector_duration_seconds{collector="bonding",instance="node-exporter:9100",job="node-exporter"} 0.00010925
node_scrape_collector_duration_seconds{collector="btrfs",instance="node-exporter:9100",job="node-exporter"} 0.001656625
node_scrape_collector_duration_seconds{collector="conntrack",instance="node-exporter:9100",job="node-exporter"} 0.000149125
node_scrape_collector_duration_seconds{collector="cpu",instance="node-exporter:9100",job="node-exporter"} 0.000695541
node_scrape_collector_duration_seconds{collector="cpufreq",instance="node-exporter:9100",job="node-exporter"} 0.000166625
node_scrape_collector_duration_seconds{collector="diskstats",instance="node-exporter:9100",job="node-exporter"} 0.055418458
node_scrape_collector_duration_seconds{collector="dmi",instance="node-exporter:9100",job="node-exporter"} 5e-07
node_scrape_collector_duration_seconds{collector="edac",instance="node-exporter:9100",job="node-exporter"} 0.000112167
node_scrape_collector_duration_seconds{collector="entropy",instance="node-exporter:9100",job="node-exporter"} 0.000160542
node_scrape_collector_duration_seconds{collector="fibrechannel",instance="node-exporter:9100",job="node-exporter"} 0.000061833
node_scrape_collector_duration_seconds{collector="filefd",instance="node-exporter:9100",job="node-exporter"} 0.000223875
node_scrape_collector_duration_seconds{collector="filesystem",instance="node-exporter:9100",job="node-exporter"} 0.028207291
node_scrape_collector_duration_seconds{collector="hwmon",instance="node-exporter:9100",job="node-exporter"} 0.000013583
node_scrape_collector_duration_seconds{collector="infiniband",instance="node-exporter:9100",job="node-exporter"} 0.000083167
node_scrape_collector_duration_seconds{collector="ipvs",instance="node-exporter:9100",job="node-exporter"} 0.000083459
node_scrape_collector_duration_seconds{collector="loadavg",instance="node-exporter:9100",job="node-exporter"} 0.000016542
node_scrape_collector_duration_seconds{collector="mdadm",instance="node-exporter:9100",job="node-exporter"} 0.000033542
node_scrape_collector_duration_seconds{collector="meminfo",instance="node-exporter:9100",job="node-exporter"} 0.0001905
node_scrape_collector_duration_seconds{collector="netclass",instance="node-exporter:9100",job="node-exporter"} 0.040782959
node_scrape_collector_duration_seconds{collector="netdev",instance="node-exporter:9100",job="node-exporter"} 0.001225917
node_scrape_collector_duration_seconds{collector="netstat",instance="node-exporter:9100",job="node-exporter"} 0.000775
node_scrape_collector_duration_seconds{collector="nfs",instance="node-exporter:9100",job="node-exporter"} 0.000744125
node_scrape_collector_duration_seconds{collector="nfsd",instance="node-exporter:9100",job="node-exporter"} 0.000198791
node_scrape_collector_duration_seconds{collector="nvme",instance="node-exporter:9100",job="node-exporter"} 0.000010375
node_scrape_collector_duration_seconds{collector="os",instance="node-exporter:9100",job="node-exporter"} 0.000133459
node_scrape_collector_duration_seconds{collector="powersupplyclass",instance="node-exporter:9100",job="node-exporter"} 0.000081292
node_scrape_collector_duration_seconds{collector="pressure",instance="node-exporter:9100",job="node-exporter"} 0.0002045
node_scrape_collector_duration_seconds{collector="rapl",instance="node-exporter:9100",job="node-exporter"} 0.000025292
node_scrape_collector_duration_seconds{collector="schedstat",instance="node-exporter:9100",job="node-exporter"} 0.000023875
node_scrape_collector_duration_seconds{collector="selinux",instance="node-exporter:9100",job="node-exporter"} 0.000008333
node_scrape_collector_duration_seconds{collector="sockstat",instance="node-exporter:9100",job="node-exporter"} 0.000121875
node_scrape_collector_duration_seconds{collector="softnet",instance="node-exporter:9100",job="node-exporter"} 0.000195042
node_scrape_collector_duration_seconds{collector="stat",instance="node-exporter:9100",job="node-exporter"} 0.000237042
node_scrape_collector_duration_seconds{collector="tapestats",instance="node-exporter:9100",job="node-exporter"} 0.000053416
node_scrape_collector_duration_seconds{collector="textfile",instance="node-exporter:9100",job="node-exporter"} 0.000052041
node_scrape_collector_duration_seconds{collector="thermal_zone",instance="node-exporter:9100",job="node-exporter"} 0.000009
node_scrape_collector_duration_seconds{collector="time",instance="node-exporter:9100",job="node-exporter"} 0.000135125
node_scrape_collector_duration_seconds{collector="timex",instance="node-exporter:9100",job="node-exporter"} 0.00002475
node_scrape_collector_duration_seconds{collector="udp_queues",instance="node-exporter:9100",job="node-exporter"} 0.000185709
node_scrape_collector_duration_seconds{collector="uname",instance="node-exporter:9100",job="node-exporter"} 0.000017333
node_scrape_collector_duration_seconds{collector="vmstat",instance="node-exporter:9100",job="node-exporter"} 0.000107417
node_scrape_collector_duration_seconds{collector="watchdog",instance="node-exporter:9100",job="node-exporter"} 0.000108125
node_scrape_collector_duration_seconds{collector="xfs",instance="node-exporter:9100",job="node-exporter"} 0.000086542
node_scrape_collector_duration_seconds{collector="zfs",instance="node-exporter:9100",job="node-exporter"} 0.0000205

## node_scrape_collector_success
node_scrape_collector_success{collector="arp",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="bcache",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="bonding",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="btrfs",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="conntrack",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="cpu",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="cpufreq",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="diskstats",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="dmi",instance="node-exporter:9100",job="node-exporter"} 0
node_scrape_collector_success{collector="edac",instance="node-exporter:9100",job="node-exporter"} 1
node_scrape_collector_success{collector="entropy",instance="node-exporter:9100",job="node-exporter"} 1
