# Metrics for banking-rabbitmq
# Job: banking-rabbitmq
# Category: messaging
# Exported at: 2025-07-02T11:09:54.024823
# Total metrics: 1883
# Unique metric types: 203

## erlang_mnesia_committed_transactions
erlang_vm_msacc_gc_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_gc_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_gc_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_gc_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="async"} 0
erlang_vm_msacc_gc_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_gc_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0

## erlang_vm_msacc_nif_seconds_total
erlang_vm_msacc_nif_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="poll"} 0
erlang_vm_msacc_nif_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="aux"} 0
erlang_vm_msacc_nif_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="async"} 0
erlang_vm_msacc_nif_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_nif_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0

## erlang_vm_msacc_other_seconds_total
erlang_vm_msacc_other_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="poll"} 0
erlang_vm_msacc_other_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="aux"} 0
erlang_vm_msacc_other_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="async"} 0
erlang_vm_msacc_other_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_other_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0

## erlang_vm_msacc_port_seconds_total
erlang_vm_msacc_port_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="poll"} 0
erlang_vm_msacc_port_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="aux"} 0
erlang_vm_msacc_port_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="async"} 0
erlang_vm_msacc_port_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_port_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0

## erlang_vm_msacc_send_seconds_total
erlang_vm_msacc_send_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="poll"} 0
erlang_vm_msacc_send_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="aux"} 0
erlang_vm_msacc_send_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="async"} 0
erlang_vm_msacc_send_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_send_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0

## erlang_vm_msacc_sleep_seconds_total
erlang_vm_msacc_sleep_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="poll"} 0
erlang_vm_msacc_sleep_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="aux"} 0
erlang_vm_msacc_sleep_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="async"} 0
erlang_vm_msacc_sleep_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_sleep_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0

## erlang_vm_msacc_timers_seconds_total
erlang_vm_msacc_timers_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="poll"} 0
erlang_vm_msacc_timers_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="aux"} 0
erlang_vm_msacc_timers_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_io_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="10",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="9",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="8",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="7",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="5",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="4",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="3",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="1",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="dirty_cpu_scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="0",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="async"} 0
erlang_vm_msacc_timers_seconds_total{id="2",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0
erlang_vm_msacc_timers_seconds_total{id="6",instance="banking-rabbitmq:15692",job="banking-rabbitmq",type="scheduler"} 0

## erlang_vm_port_count
erlang_vm_port_count{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 18

## erlang_vm_port_limit
erlang_vm_port_limit{instance="banking-rabbitmq:15692",job="banking-rabbitmq"} 65536

## erlang_vm_process_count
